Intensity
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
0.0030
0.0030
0.0030
0.0030
0.0090
0.0090
0.0090
0.0140
0.0140
0.0190
0.0190
0.0240
0.0240
0.0240
0.0290
0.0290
0.0290
0.0340
0.0340
0.0340
0.0340
0.0340
0.0340
0.0390
0.0390
0.0440
0.0390
0.0390
0.0440
0.0390
0.0390
0.0390
0.0390
0.0390
0.0390
0.0340
0.0340
0.0390
0.0290
0.0340
0.0340
0.0290
0.0290
0.0290
0.0240
0.0240
0.0190
0.0240
0.0140
0.0190
0.0140
0.0140
0.0090
0.0090
0.0090
0.0030
0.0030
0.0030
-0.0020
-0.0020
-0.0020
0.0030
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
0.0030
-0.0020
-0.0020
-0.0020
-0.0020
0.0030
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
0.0030
0.0030
0.0030
0.0030
0.0090
0.0030
0.0030
0.0090
0.0090
0.0140
0.0140
0.0090
0.0140
0.0190
0.0190
0.0140
0.0240
0.0190
0.0240
0.0240
0.0290
0.0290
0.0340
0.0390
0.0340
0.0340
0.0390
0.0390
0.0440
0.0390
0.0440
0.0390
0.0440
0.0440
0.0440
0.0490
0.0440
0.0390
0.0390
0.0390
0.0440
0.0440
0.0340
0.0390
0.0340
0.0340
0.0290
0.0290
0.0240
0.0290
0.0240
0.0240
0.0190
0.0190
0.0140
0.0140
0.0140
0.0140
0.0090
0.0140
0.0090
0.0090
0.0090
0.0090
0.0090
0.0090
0.0090
0.0030
0.0030
0.0090
0.0090
0.0090
0.0140
0.0190
0.0140
0.0190
0.0240
0.0240
0.0290
0.0290
0.0290
0.0340
0.0390
0.0440
0.0540
0.0490
0.0540
0.0590
0.0640
0.0690
0.0690
0.0690
0.0740
0.0740
0.0840
0.0840
0.0890
0.0890
0.0890
0.0950
0.0950
0.0950
0.1000
0.0950
0.1050
0.1050
0.1100
0.1050
0.1150
0.1100
0.1050
0.1050
0.1150
0.1100
0.1050
0.1150
0.1050
0.1100
0.1100
0.1050
0.1100
0.1000
0.1050
0.1000
0.1000
0.0950
0.0950
0.0950
0.0890
0.0950
0.0890
0.0840
0.0890
0.0890
0.0840
0.0840
0.0840
0.0790
0.0790
0.0790
0.0790
0.0790
0.0790
0.0840
0.0840
0.0790
0.0840
0.0890
0.1000
0.0950
0.1050
0.1100
0.1250
0.1250
0.1400
0.1400
0.1600
0.1650
0.1860
0.1860
0.2060
0.2210
0.2360
0.2510
0.2770
0.2820
0.3020
0.3270
0.3630
0.3630
0.3930
0.3980
0.4440
0.4490
0.4840
0.4940
0.5190
0.5400
0.5700
0.5800
0.6160
0.6210
0.6560
0.6610
0.6860
0.6920
0.7170
0.7220
0.7220
0.7370
0.7520
0.7520
0.7520
0.7620
0.7520
0.7570
0.7470
0.7420
0.7320
0.7120
0.6970
0.7120
0.6710
0.6710
0.6310
0.6360
0.6000
0.5850
0.5650
0.5600
0.5350
0.5190
0.4890
0.4840
0.4640
0.4540
0.4130
0.4330
0.3930
0.4080
0.4130
0.4080
0.4130
0.4080
0.4130
0.4390
0.4490
0.4740
0.5400
0.5400
0.5650
0.6000
0.6860
0.6970
0.7520
0.7830
0.8640
0.8940
1.0050
1.0250
1.1220
1.1270
1.2330
1.2630
1.3800
1.3950
1.5060
1.5360
1.6320
1.6380
1.7640
1.8040
1.9110
1.9260
2.0120
2.0520
2.1430
2.1540
2.2140
2.2090
2.2700
2.2850
2.3000
2.3150
2.3210
2.3360
2.3260
2.2950
2.2550
2.2950
2.2240
2.2040
2.1180
2.1480
2.0620
