C2

"-0,002"
"0,003"
"-0,002"
"-0,002"
"-0,002"
"-0,002"
"-0,002"
"0,003"
"-0,002"
"-0,002"
"-0,007"
"-0,002"
"-0,002"
"-0,002"
"-0,002"
"-0,002"
"-0,002"
"-0,002"
"0,003"
"-0,002"
"0,003"
"-0,002"
"-0,002"
"-0,002"
"-0,002"
"-0,002"
"-0,002"
"-0,002"
"0,003"
"-0,002"
"-0,002"
"-0,002"
"-0,002"
"0,003"
"-0,002"
"-0,002"
"-0,002"
"0,003"
"-0,002"
"-0,002"
"-0,002"
"-0,007"
"-0,002"
"-0,002"
"-0,002"
"-0,002"
"-0,002"
"0,003"
"-0,002"
"-0,007"
"-0,002"
"-0,002"
"0,003"
"0,003"
"-0,002"
"-0,002"
"-0,002"
"-0,002"
"-0,002"
"0,003"
"-0,002"
"0,003"
"-0,002"
"-0,002"
"-0,002"
"-0,002"
"-0,002"
"0,003"
"0,003"
"-0,002"
"-0,002"
"0,003"
"-0,002"
"0,003"
"0,003"
"-0,002"
"-0,002"
"-0,002"
"0,003"
"0,003"
"0,003"
"0,003"
"0,003"
"0,003"
"0,003"
"0,003"
"0,003"
"0,009"
"0,003"
"0,003"
"0,009"
"0,009"
"0,003"
"0,003"
"0,009"
"0,003"
"0,003"
"0,003"
"0,003"
"0,003"
"0,003"
"0,003"
"0,009"
"0,003"
"0,009"
"0,009"
"0,009"
"0,009"
"0,003"
"0,003"
"0,003"
"-0,002"
"0,003"
"0,003"
"-0,002"
"-0,002"
"-0,002"
"0,003"
"-0,002"
"0,009"
"0,003"
"-0,002"
"0,003"
"-0,002"
"-0,002"
"0,003"
"0,003"
"-0,002"
"-0,002"
"-0,002"
"-0,002"
"-0,002"
"-0,002"
"-0,002"
"-0,002"
"-0,002"
"-0,002"
"-0,002"
"-0,002"
"-0,002"
"-0,002"
"-0,002"
"-0,002"
"-0,002"
"-0,007"
"-0,002"
"-0,002"
"-0,002"
"-0,002"
"-0,002"
"-0,002"
"-0,002"
"-0,002"
"-0,002"
"-0,002"
"0,003"
"-0,002"
"-0,002"
"-0,002"
"0,003"
"-0,002"
"-0,002"
"-0,002"
"-0,002"
"-0,002"
"0,003"
"0,003"
"-0,002"
"-0,002"
"-0,002"
"-0,002"
"-0,002"
"0,009"
"0,009"
"0,003"
"0,003"
"0,003"
"0,014"
"0,009"
"0,014"
"0,009"
"0,019"
"0,014"
"0,014"
"0,014"
"0,014"
"0,019"
"0,024"
"0,024"
"0,019"
"0,029"
"0,034"
"0,024"
"0,029"
"0,034"
"0,034"
"0,024"
"0,034"
"0,034"
"0,034"
"0,034"
"0,044"
"0,039"
"0,044"
"0,034"
"0,039"
"0,039"
"0,039"
"0,044"
"0,039"
"0,039"
"0,039"
"0,039"
"0,044"
"0,044"
"0,034"
"0,034"
"0,039"
"0,034"
"0,034"
"0,034"
"0,034"
"0,029"
"0,029"
"0,034"
"0,034"
"0,029"
"0,034"
"0,034"
"0,029"
"0,024"
"0,024"
"0,014"
"0,024"
"0,019"
"0,014"
"0,019"
"0,014"
"0,014"
"0,014"
"0,014"
"0,019"
"0,019"
"0,019"
"0,014"
"0,009"
"0,003"
"0,014"
"0,014"
"0,014"
"0,009"
"0,009"
"0,014"
"0,019"
"0,014"
"0,014"
"0,014"
"0,019"
"0,019"
"0,024"
"0,024"
"0,029"
"0,034"
"0,039"
"0,044"
"0,049"
"0,054"
"0,064"
"0,059"
"0,074"
"0,069"
"0,089"
"0,084"
"0,095"
"0,095"
"0,11"
"0,12"
"0,13"
"0,125"
"0,145"
"0,15"
"0,17"
"0,175"
"0,186"
"0,196"
"0,211"
"0,221"
"0,231"
"0,246"
"0,272"
"0,277"
"0,287"
"0,297"
"0,327"
"0,332"
"0,347"
"0,353"
"0,388"
"0,393"
"0,418"
"0,418"
"0,454"
"0,459"
"0,484"
"0,479"
"0,509"
"0,525"
"0,55"
"0,56"
"0,595"
"0,6"
"0,636"
"0,631"
"0,651"
"0,666"
"0,697"
"0,717"
"0,737"
"0,752"
"0,778"
"0,783"
"0,803"
"0,808"
"0,843"
"0,853"
"0,884"
"0,879"
"0,899"
"0,919"
"0,924"
"0,944"
"0,975"
"0,975"
"0,99"
"0,995"
"1,005"
"1,036"
"1,041"
"1,066"
"1,061"
"1,081"
"1,086"
"1,091"
"1,091"
"1,116"
"1,132"
"1,132"
"1,147"
"1,142"
"1,147"
"1,147"
"1,172"
"1,167"
"1,192"
"1,177"
"1,197"
"1,172"
"1,162"
"1,177"
"1,152"
"1,182"
"1,187"
"1,182"
"1,177"
"1,167"
"1,162"
"1,152"
"1,127"
"1,147"
"1,132"
"1,122"
"1,137"
"1,101"
"1,076"
"1,071"
"1,046"
"1,046"
"1,071"
"1,036"
"1,041"
"1,02"
"0,985"
"0,99"
"0,97"
"0,96"
"0,944"
"0,934"
"0,914"
"0,899"
"0,884"
"0,869"
"0,828"
"0,828"
"0,803"
"0,803"
"0,778"
"0,767"
"0,722"
"0,727"
"0,686"
"0,692"
"0,651"
"0,671"
"0,636"
"0,626"
"0,585"
"0,57"
"0,555"
"0,55"
"0,514"
"0,525"
"0,489"
"0,484"
"0,459"
"0,439"
"0,413"
"0,408"
"0,383"
"0,388"
"0,342"
"0,347"
"0,337"
"0,312"
"0,282"
"0,297"
"0,261"
"0,267"
"0,251"
"0,236"
"0,216"
"0,216"
"0,186"
"0,191"
"0,17"
"0,17"
"0,155"
"0,15"
"0,135"
"0,13"
"0,11"
"0,11"
"0,1"
"0,095"
"0,084"
"0,084"
"0,069"
"0,069"
"0,064"
"0,059"
"0,054"
"0,049"
"0,039"
"0,049"
"0,029"
"0,039"
"0,024"
"0,029"
"0,024"
"0,019"
"0,019"
"0,019"
"0,014"
"0,014"
"0,014"
"0,014"
"0,014"
"0,009"
"0,009"
"0,014"
"0,014"
"0,014"
"0,019"
"0,019"
"0,019"
"0,019"
"0,019"
"0,019"
"0,019"
"0,019"
"0,019"
"0,019"
"0,024"
"0,029"
"0,024"
"0,029"
"0,029"
"0,024"
"0,029"
"0,029"
"0,034"
"0,039"
"0,039"
"0,034"
"0,039"
"0,039"
"0,039"
"0,044"
"0,044"
"0,044"
"0,039"
"0,044"
"0,044"
"0,044"
"0,044"
"0,044"
"0,044"
"0,044"
"0,044"
"0,044"
"0,049"
"0,049"
"0,049"
"0,049"
"0,049"
"0,044"
"0,049"
"0,044"
"0,044"
"0,044"
"0,044"
"0,044"
"0,049"
"0,039"
"0,039"
"0,039"
"0,034"
"0,029"
"0,034"
"0,029"
"0,034"
"0,034"
"0,024"
"0,024"
"0,024"
"0,019"
"0,019"
"0,019"
"0,019"
"0,019"
"0,014"
"0,014"
"0,014"
"0,014"
"0,009"
"0,003"
"0,009"
"0,003"
"-0,002"
"0,003"
"0,009"
"0,003"
"-0,002"
"-0,002"
"-0,002"
"-0,002"
"-0,002"
"-0,002"
"-0,002"
"-0,002"
"-0,002"
"-0,002"
"-0,002"
"-0,002"
"-0,002"
"-0,002"
"-0,002"
"-0,002"
"-0,002"
"-0,002"
"-0,002"
"-0,002"
"-0,002"
"-0,002"
"-0,002"
"-0,002"
"-0,002"
"-0,002"
"-0,002"
"-0,002"
"-0,002"
"0,003"
"0,003"
"-0,007"
"-0,002"
"-0,002"
"-0,002"
"-0,002"
"-0,002"
"-0,002"
"-0,002"
"-0,002"
"-0,007"
"0,003"
"-0,002"
"-0,002"
"-0,002"
"-0,002"
"-0,002"
"-0,002"
"-0,002"
"0,003"
"-0,002"
"-0,002"
"-0,002"
"-0,002"
"-0,002"
"-0,002"
"-0,002"
"-0,002"
"-0,002"
"-0,002"
"-0,002"
"-0,002"
"-0,002"
"-0,002"
"-0,002"
"-0,002"
"-0,002"
